fighter_SIG.STR._round_1,fighter_SIG.STR._round_2,fighter_SIG.STR._round_3,fighter_SIG.STR._round_4,fighter_SIG.STR._round_5,fighter_SIG.STR._round_6,fighter_SIG.STR._round_7,fighter_SIG.STR._round_8,fighter_SIG.STR._round_9,fighter_SIG.STR._round_10,fighter_SIG.STR._round_11,fighter_SIG.STR._round_12,fighter_SIG.STR._round_13,fighter_SIG.STR._round_14,fighter_SIG.STR._round_15,opponent_SIG.STR._round_1,opponent_SIG.STR._round_2,opponent_SIG.STR._round_3,opponent_SIG.STR._round_4,opponent_SIG.STR._round_5,opponent_SIG.STR._round_6,opponent_SIG.STR._round_7,opponent_SIG.STR._round_8,opponent_SIG.STR._round_9,opponent_SIG.STR._round_10,opponent_SIG.STR._round_11,opponent_SIG.STR._round_12,opponent_SIG.STR._round_13,opponent_SIG.STR._round_14,opponent_SIG.STR._round_15,fighter_SIG.STR. %_round_1,fighter_SIG.STR. %_round_2,fighter_SIG.STR. %_round_3,fighter_SIG.STR. %_round_4,fighter_SIG.STR. %_round_5,fighter_SIG.STR. %_round_6,fighter_SIG.STR. %_round_7,fighter_SIG.STR. %_round_8,fighter_SIG.STR. %_round_9,fighter_SIG.STR. %_round_10,fighter_SIG.STR. %_round_11,fighter_SIG.STR. %_round_12,fighter_SIG.STR. %_round_13,fighter_SIG.STR. %_round_14,fighter_SIG.STR. %_round_15,opponent_SIG.STR. %_round_1,opponent_SIG.STR. %_round_2,opponent_SIG.STR. %_round_3,opponent_SIG.STR. %_round_4,opponent_SIG.STR. %_round_5,opponent_SIG.STR. %_round_6,opponent_SIG.STR. %_round_7,opponent_SIG.STR. %_round_8,opponent_SIG.STR. %_round_9,opponent_SIG.STR. %_round_10,opponent_SIG.STR. %_round_11,opponent_SIG.STR. %_round_12,opponent_SIG.STR. %_round_13,opponent_SIG.STR. %_round_14,opponent_SIG.STR. %_round_15,target
19.0,25.0,34.0,29.0,24.0,29.0,22.0,30.0,39.0,12.0,21.0,25.0,23.0,38.0,25.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.24,0.31,0.34,0.4,0.37,0.3,0.51,0.43,0.48,0.3,0.36,0.35,0.46,0.58,0.39,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,27.0
19.0,25.0,34.0,29.0,24.0,29.0,22.0,30.0,39.0,12.0,21.0,25.0,23.0,38.0,25.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.24,0.31,0.34,0.4,0.37,0.3,0.51,0.43,0.48,0.3,0.36,0.35,0.46,0.58,0.39,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,34.0
12.0,4.0,9.0,13.0,9.0,15.0,10.0,18.0,14.0,11.0,1.0,26.0,13.0,15.0,16.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.35,0.66,0.64,0.76,0.69,0.31,0.52,0.47,0.45,0.4,1.0,0.65,0.56,0.46,0.35,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,27.0
7.0,9.0,15.0,9.0,10.0,18.0,20.0,14.0,11.0,1.0,26.0,13.0,15.0,16.0,21.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.63,0.69,0.31,0.42,0.52,0.47,0.6,0.45,0.4,1.0,0.65,0.56,0.46,0.35,0.42,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,13.0
9.0,15.0,9.0,10.0,18.0,20.0,13.0,14.0,11.0,1.0,26.0,13.0,15.0,16.0,21.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.69,0.31,0.42,0.52,0.47,0.6,0.56,0.45,0.4,1.0,0.65,0.56,0.46,0.35,0.42,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,20.0
33.0,24.0,38.0,22.0,26.0,22.0,24.0,7.0,32.0,17.0,5.0,2.0,7.0,21.0,12.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.49,0.52,0.6,0.53,0.34,0.64,0.54,0.38,0.49,0.6,0.55,0.14,0.28,0.34,0.66,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,17.0
24.0,7.0,5.0,32.0,37.0,17.0,6.0,5.0,2.0,11.0,7.0,14.0,21.0,41.0,12.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.54,0.38,0.41,0.49,0.48,0.6,0.35,0.55,0.14,0.27,0.28,0.38,0.34,0.38,0.66,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,28.0
32.0,37.0,17.0,6.0,24.0,5.0,2.0,11.0,6.0,7.0,14.0,21.0,41.0,37.0,12.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.49,0.48,0.6,0.35,0.43,0.55,0.14,0.27,0.24,0.28,0.38,0.34,0.38,0.53,0.66,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
32.0,37.0,17.0,6.0,24.0,5.0,2.0,11.0,6.0,7.0,14.0,21.0,41.0,37.0,12.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.49,0.48,0.6,0.35,0.43,0.55,0.14,0.27,0.24,0.28,0.38,0.34,0.38,0.53,0.66,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,25.0
15.0,15.0,2.0,6.0,14.0,24.0,11.0,14.0,27.0,13.0,14.0,12.0,17.0,38.0,22.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.62,0.38,0.2,0.23,0.66,0.64,0.47,0.77,0.64,0.35,0.37,0.37,0.53,0.74,0.61,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,13.0
24.0,10.0,11.0,14.0,27.0,13.0,8.0,14.0,27.0,12.0,4.0,17.0,15.0,38.0,22.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.64,0.66,0.47,0.77,0.64,0.35,0.61,0.37,0.43,0.37,0.4,0.53,0.35,0.74,0.61,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,15.0
6.0,6.0,10.0,16.0,8.0,6.0,18.0,24.0,5.0,5.0,19.0,5.0,4.0,9.0,10.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.33,0.21,0.32,0.55,0.44,0.37,0.66,0.61,1.0,0.38,0.54,0.55,1.0,0.56,0.9,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,36.0
2.0,16.0,8.0,6.0,13.0,18.0,24.0,5.0,5.0,19.0,14.0,5.0,4.0,9.0,10.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.22,0.55,0.44,0.37,0.38,0.66,0.61,1.0,0.38,0.54,0.42,0.55,1.0,0.56,0.9,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,48.0
8.0,6.0,13.0,10.0,18.0,24.0,5.0,5.0,19.0,14.0,30.0,5.0,4.0,9.0,10.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.44,0.37,0.38,0.41,0.66,0.61,1.0,0.38,0.54,0.42,0.41,0.55,1.0,0.56,0.9,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,5.0
0.0,21.0,8.0,12.0,13.0,35.0,9.0,26.0,15.0,24.0,6.0,10.0,13.0,19.0,21.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.0,0.42,0.34,0.52,0.31,0.6,0.31,0.52,0.45,0.48,0.4,0.58,0.33,0.35,0.35,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,15.0
9.0,21.0,26.0,15.0,29.0,24.0,13.0,6.0,10.0,55.0,13.0,19.0,12.0,21.0,22.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.31,0.26,0.52,0.45,0.47,0.48,0.52,0.4,0.58,0.56,0.33,0.35,0.22,0.35,0.38,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,27.0
34.0,32.0,27.0,11.0,7.0,11.0,5.0,23.0,19.0,11.0,21.0,10.0,21.0,8.0,4.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.55,0.4,0.49,0.32,0.43,0.35,0.35,0.48,0.44,0.78,0.47,0.29,0.38,0.44,0.4,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,26.0
15.0,21.0,17.0,18.0,10.0,10.0,9.0,17.0,2.0,17.0,15.0,11.0,19.0,29.0,7.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.22,0.29,0.62,0.56,0.34,0.29,0.23,0.36,0.25,0.25,0.5,0.5,0.39,0.55,0.77,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,15.0
22.0,34.0,21.0,22.0,22.0,17.0,14.0,17.0,15.0,2.0,19.0,17.0,9.0,23.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.44,0.53,0.46,0.36,0.53,0.48,0.58,0.48,0.34,0.28,0.37,0.36,0.31,0.54,1.0,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,31.0
4.0,1.0,10.0,18.0,28.0,23.0,17.0,5.0,3.0,23.0,35.0,9.0,16.0,6.0,14.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.66,0.14,0.58,0.33,0.38,0.34,0.35,0.21,0.17,0.41,0.6,0.26,0.45,0.4,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
9.0,4.0,16.0,28.0,9.0,23.0,6.0,14.0,12.0,6.0,17.0,35.0,10.0,13.0,15.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.25,0.4,0.44,0.42,0.45,0.51,0.85,0.38,0.48,0.6,0.45,0.58,0.83,0.25,0.44,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,17.0
14.0,12.0,14.0,6.0,21.0,17.0,28.0,35.0,4.0,10.0,10.0,13.0,2.0,15.0,15.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.41,0.48,0.73,0.6,0.67,0.45,0.56,0.58,0.25,0.83,0.52,0.25,0.2,0.44,0.42,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,1.0
10.0,17.0,28.0,26.0,35.0,4.0,12.0,10.0,10.0,30.0,13.0,2.0,15.0,15.0,18.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.66,0.45,0.56,0.53,0.58,0.25,0.75,0.83,0.52,0.85,0.25,0.2,0.44,0.42,0.56,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,14.0
17.0,28.0,26.0,14.0,35.0,4.0,12.0,10.0,10.0,30.0,13.0,2.0,15.0,15.0,18.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.45,0.56,0.53,0.51,0.58,0.25,0.75,0.83,0.52,0.85,0.25,0.2,0.44,0.42,0.56,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,42.0
10.0,23.0,14.0,0.0,23.0,20.0,15.0,36.0,20.0,29.0,10.0,11.0,10.0,13.0,1.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.76,0.63,0.51,0.0,0.43,0.62,0.75,0.69,0.44,0.39,0.37,0.47,0.5,0.59,0.33,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,28.0
11.0,0.0,9.0,31.0,1.0,19.0,19.0,16.0,1.0,7.0,12.0,20.0,5.0,15.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.55,,0.9,0.4,1.0,0.4,0.51,0.3,0.33,0.63,0.32,0.37,0.38,0.45,0.31,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,6.0
20.0,17.0,39.0,14.0,14.0,1.0,30.0,32.0,28.0,14.0,14.0,22.0,27.0,20.0,6.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.57,0.62,0.57,0.48,0.45,1.0,0.6,0.62,0.65,0.48,0.82,0.47,0.61,0.46,0.66,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,30.0
14.0,41.0,1.0,30.0,35.0,32.0,28.0,14.0,14.0,20.0,22.0,27.0,20.0,20.0,6.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.45,0.62,1.0,0.6,0.6,0.62,0.65,0.48,0.82,0.5,0.47,0.61,0.64,0.46,0.66,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,8.0
14.0,41.0,1.0,30.0,35.0,32.0,28.0,14.0,14.0,20.0,22.0,27.0,20.0,20.0,6.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.45,0.62,1.0,0.6,0.6,0.62,0.65,0.48,0.82,0.5,0.47,0.61,0.64,0.46,0.66,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,1.0
20.0,8.0,7.0,6.0,15.0,7.0,6.0,30.0,48.0,18.0,22.0,40.0,47.0,57.0,59.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.45,0.42,0.38,0.6,0.93,0.63,0.5,0.58,0.67,0.66,0.66,0.5,0.59,0.44,0.52,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,23.0
22.0,12.0,10.0,49.0,37.0,3.0,28.0,30.0,25.0,24.0,35.0,17.0,14.0,14.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.48,0.63,0.58,0.59,0.44,0.33,0.7,0.44,0.52,0.32,0.44,0.51,0.36,0.51,0.41,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,9.0
2.0,1.0,3.0,17.0,15.0,12.0,6.0,4.0,4.0,32.0,6.0,11.0,13.0,16.0,5.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.28,0.12,0.5,0.54,0.44,0.5,0.42,0.19,0.4,0.6,0.54,0.37,0.41,0.51,0.83,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,59.0
15.0,26.0,2.0,30.0,8.0,1.0,25.0,14.0,36.0,36.0,17.0,44.0,22.0,48.0,32.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.6,0.47,0.4,0.45,0.36,0.5,0.48,0.7,0.41,0.49,0.31,0.55,0.64,0.55,0.52,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,12.0
2.0,30.0,8.0,1.0,25.0,14.0,23.0,36.0,36.0,48.0,17.0,44.0,22.0,48.0,32.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.4,0.45,0.36,0.5,0.48,0.7,0.52,0.41,0.49,0.41,0.31,0.55,0.64,0.55,0.52,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,20.0
2.0,30.0,8.0,1.0,25.0,14.0,23.0,36.0,36.0,48.0,17.0,44.0,22.0,48.0,32.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.4,0.45,0.36,0.5,0.48,0.7,0.52,0.41,0.49,0.41,0.31,0.55,0.64,0.55,0.52,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,6.0
4.0,15.0,22.0,27.0,24.0,32.0,14.0,20.0,3.0,33.0,4.0,8.0,14.0,33.0,36.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.4,0.51,0.59,0.38,0.46,0.58,0.36,0.5,0.5,0.55,0.21,0.8,0.63,0.61,0.54,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,18.0
18.0,21.0,9.0,1.0,12.0,8.0,15.0,18.0,11.0,5.0,24.0,3.0,6.0,15.0,5.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.6,0.65,0.42,0.1,0.75,0.61,0.46,0.37,0.42,0.33,0.48,0.3,0.35,0.46,0.31,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,18.0
18.0,23.0,11.0,21.0,5.0,24.0,12.0,3.0,6.0,6.0,9.0,15.0,10.0,5.0,1.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.37,0.33,0.42,0.52,0.33,0.48,0.46,0.3,0.42,0.35,0.45,0.46,0.62,0.31,0.25,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,26.0
5.0,24.0,12.0,31.0,3.0,6.0,27.0,6.0,9.0,8.0,15.0,10.0,5.0,1.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.33,0.48,0.46,0.46,0.3,0.42,0.56,0.35,0.45,0.27,0.46,0.62,0.31,0.25,0.52,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,26.0
5.0,24.0,12.0,31.0,3.0,6.0,27.0,6.0,9.0,8.0,15.0,10.0,5.0,1.0,19.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.33,0.48,0.46,0.46,0.3,0.42,0.56,0.35,0.45,0.27,0.46,0.62,0.31,0.25,0.52,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,21.0
10.0,5.0,15.0,7.0,28.0,5.0,35.0,15.0,8.0,18.0,6.0,12.0,13.0,5.0,4.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.5,0.45,0.65,0.53,0.5,0.62,0.87,0.53,0.61,0.6,0.35,0.75,0.56,0.41,0.66,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,14.0
15.0,10.0,8.0,18.0,22.0,6.0,6.0,12.0,17.0,13.0,18.0,5.0,5.0,4.0,13.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.53,0.47,0.61,0.6,0.51,0.35,0.42,0.75,0.73,0.56,0.46,0.41,0.29,0.66,0.65,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,21.0
18.0,22.0,27.0,6.0,6.0,2.0,12.0,17.0,13.0,18.0,5.0,5.0,9.0,4.0,13.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.6,0.51,0.67,0.35,0.42,0.1,0.75,0.73,0.56,0.46,0.41,0.29,0.47,0.66,0.65,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,15.0
18.0,22.0,27.0,6.0,6.0,2.0,12.0,17.0,13.0,18.0,5.0,5.0,9.0,4.0,13.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.6,0.51,0.67,0.35,0.42,0.1,0.75,0.73,0.56,0.46,0.41,0.29,0.47,0.66,0.65,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,18.0
49.0,13.0,22.0,41.0,36.0,15.0,11.0,13.0,11.0,38.0,5.0,11.0,28.0,31.0,21.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.57,0.56,0.35,0.56,0.48,0.34,0.28,0.31,0.33,0.56,0.33,0.2,0.3,0.37,0.55,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,11.0
15.0,43.0,11.0,13.0,7.0,11.0,10.0,38.0,5.0,11.0,17.0,28.0,20.0,31.0,21.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.34,0.76,0.28,0.31,0.5,0.33,0.31,0.56,0.33,0.2,0.27,0.3,0.34,0.37,0.55,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,22.0
13.0,7.0,11.0,10.0,2.0,38.0,5.0,11.0,17.0,17.0,28.0,20.0,13.0,31.0,21.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.31,0.5,0.33,0.31,0.13,0.56,0.33,0.2,0.27,0.28,0.3,0.34,0.15,0.37,0.55,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,11.0
13.0,7.0,11.0,10.0,2.0,38.0,5.0,11.0,17.0,17.0,28.0,20.0,13.0,31.0,21.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.31,0.5,0.33,0.31,0.13,0.56,0.33,0.2,0.27,0.28,0.3,0.34,0.15,0.37,0.55,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,14.0
7.0,1.0,11.0,9.0,11.0,4.0,11.0,4.0,20.0,19.0,12.0,2.0,22.0,5.0,9.0,25.0,13.0,11.0,15.0,31.0,24.0,13.0,20.0,21.0,15.0,13.0,11.0,8.0,7.0,11.0,0.43,0.08,0.64,0.52,0.45,0.44,0.25,0.33,0.58,0.54,0.35,0.18,0.51,0.11,0.6,0.73,0.81,0.39,0.55,0.5,0.7,0.46,0.46,0.43,0.37,0.43,0.4,0.47,0.53,0.44,8.0
4.0,9.0,20.0,10.0,19.0,11.0,12.0,3.0,2.0,5.0,22.0,2.0,5.0,0.0,9.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.33,0.5,0.58,0.66,0.54,0.5,0.35,0.2,0.18,0.62,0.51,0.2,0.11,0.0,0.6,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,17.0
20.0,10.0,29.0,19.0,11.0,12.0,3.0,4.0,2.0,5.0,22.0,2.0,5.0,0.0,9.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.58,0.66,0.36,0.54,0.5,0.35,0.2,0.19,0.18,0.62,0.51,0.2,0.11,0.0,0.6,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,5.0
20.0,10.0,29.0,19.0,11.0,12.0,3.0,4.0,2.0,5.0,22.0,2.0,5.0,0.0,9.0,21.0,15.0,19.0,12.0,13.0,11.0,8.0,9.0,8.0,7.0,2.0,7.0,11.0,12.0,21.0,0.58,0.66,0.36,0.54,0.5,0.35,0.2,0.19,0.18,0.62,0.51,0.2,0.11,0.0,0.6,0.44,0.37,0.42,0.32,0.43,0.4,0.29,0.39,0.47,0.28,1.0,0.53,0.44,0.25,0.3,3.0
9.0,28.0,2.0,5.0,10.0,12.0,28.0,25.0,9.0,5.0,4.0,9.0,15.0,25.0,21.0,13.0,20.0,11.0,21.0,21.0,15.0,19.0,13.0,11.0,8.0,8.0,7.0,7.0,11.0,12.0,0.6,0.35,0.15,0.29,0.45,0.54,0.42,0.49,0.69,0.23,0.09,0.18,0.46,0.48,0.41,0.46,0.46,0.5,0.43,0.44,0.37,0.42,0.43,0.4,0.29,0.47,0.28,0.53,0.44,0.25,23.0
